"payment date","payment time","Receipt number / ID","INV. No","cash tray code","menu name","order type","quantity","unit price","balance before reduction","all discounts","Total discount %","net price","Item tax type","table","customer name","telephone number","payment type","note","group","Category","branch"
"01/10/2022","13:36","LEI34","","OV9","I อเมริกาโน่/Iced Americanoปกติ x 20% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"01/10/2022","13:37","X5R7P","","OV9","I คาปูชิโน่/CappucinoIcedปกติ x 2100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"01/10/2022","13:37","X5R7P","","OV9","ชาเขียว/Green Milk Teaปกติ x 1100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"01/10/2022","14:25","4482P","","OV9","I คาปูชิโน่/CappucinoIcedปกติ x 2100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","โอนเงิน","","","Iced","1"
"01/10/2022","14:30","QW1IO","","OV9","ชานม/Thai milk Tea100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"01/10/2022","14:30","QW1IO","","OV9","P ชาเขียว/Green Milk Teaปกติ x 3กลับบ้าน x 1100% x 1","Dine-In","1","65","65.00","0","0","65.00","VATable","Counter","","","Cash","","","Frappe","1"
"01/10/2022","14:31","PIIX2","","OV9","คาปูชิโน่/Cappucinoปกติ x 1กลับบ้าน x 1","Dine-In","1","45","45.00","0","0","45.00","VATable","Counter","","","Cash","","","Hot","1"
"01/10/2022","14:42","39W3J","","OV9","I อเมริกาโน่/Iced Americanoปกติ x 275% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"01/10/2022","14:52","RN8CA","","OV9","ชาเขียว/Green Milk Teaปกติ x 1100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"01/10/2022","14:52","RN8CA","","OV9","I เอสเพรสโซ่/Iced Espressoปกติ x 250% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"01/10/2022","15:11","K35BV","","OV9","ชาเขียว/Green Milk Teaปกติ x 1100% x 1","Take Away","2","55","110.00","0","0","110.00","VATable","Counter","","","Cash","","","Iced","1"
"01/10/2022","15:22","E1M3G","","OV9","ชอคโกแลตหน้านิ่ม/Chocolate Fudge Cake","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Bakery","1"
"01/10/2022","15:22","E1M3G","","OV9","คุกกีัไอศครีม","Dine-In","1","20","20.00","0","0","20.00","VATable","Counter","","","คนละครึ่ง","","","Cookie","1"
"01/10/2022","15:34","E6U3D","","OV9","I เอสเพรสโซ่/Iced Espressoปกติ x 2100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","โอนเงิน","","","Iced","1"
"01/10/2022","15:34","E6U3D","","OV9","ชากุหลาบ/Rose Milk Teaปกติ x 1","Dine-In","1","65","65.00","0","0","65.00","VATable","Counter","","","โอนเงิน","","","Iced","1"
"01/10/2022","16:11","2982T","","OV9","I เอสเพรสโซ่/Iced Espressoปกติ x 2100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"01/10/2022","17:25","BQDW6","","OV9","P ชาเขียว/Green Milk Teaปกติ x 3กลับบ้าน x 125% x 1","Dine-In","2","65","130.00","0","0","130.00","VATable","Counter","","","โอนเงิน","","","Frappe","1"
"01/10/2022","18:04","9467Q","","OV9","ชาเขียว/Green Milk Teaปกติ x 1100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"01/10/2022","18:04","9467Q","","OV9","I นมสด/Dino Fresh Milkปกติ x 1100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"01/10/2022","18:04","9467Q","","OV9","ชานม/Thai milk Tea100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"02/10/2022","08:47","O57BL","","4UY","P ชาเขียว/Green Milk Teaปกติ x 3กลับบ้าน x 175% x 1","Take Away","1","65","65.00","0","0","65.00","VATable","Counter","","","Cash","","","Frappe","1"
"02/10/2022","08:52","X0DV5","","4UY","I อเมริกาโน่/Iced Americanoปกติ x 20% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"02/10/2022","08:52","X0DV5","","4UY","ชาเขียว/Green Milk Teaปกติ x 150% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"02/10/2022","08:52","X0DV5","","4UY","ชอคโกแลตหน้านิ่ม/Chocolate Fudge Cake","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Bakery","1"
"02/10/2022","08:56","XMSJW","","4UY","P ชาเขียว/Green Milk Teaปกติ x 3กลับบ้าน x 175% x 1","Take Away","1","65","65.00","0","0","65.00","VATable","Counter","","","Cash","","","Frappe","1"
"02/10/2022","09:04","0D2N6","","4UY","ส้มหน้านิ่ม/Orange Fudge Cake","Dine-In","2","55","110.00","0","0","110.00","VATable","Counter","","","คนละครึ่ง","","","Bakery","1"
"02/10/2022","09:04","0D2N6","","4UY","ชอคโกแลตหน้านิ่ม/Chocolate Fudge Cake","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Bakery","1"
"02/10/2022","09:04","0D2N6","","4UY","มอคค่า/Mochaทานที่ร้าน x 11ซ็อต x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Hot","1"
"02/10/2022","09:04","0D2N6","","4UY","นมชมพู/Ping Milk","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"02/10/2022","09:09","7NKO5","","4UY","ชาเขียว/Green Milk Teaปกติ x 175% x 1","Dine-In","2","55","110.00","0","0","110.00","VATable","Counter","","","Cash","","","Iced","1"
"02/10/2022","09:10","VALY8","","4UY","โกโก้/Cocoaปกติ x 1100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"02/10/2022","09:23","P5RHT","","4UY","ลาเต้/Latteปกติ x 1แกัวลูกค้า x 1","Dine-In","1","45","45.00","0","0","45.00","VATable","Counter","","","Cash","","","Hot","1"
"02/10/2022","09:33","733XV","","4UY","I คาปูชิโน่/CappucinoIcedปกติ x 2100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"02/10/2022","09:33","733XV","","4UY","I เอสเพรสโซ่/Iced Espressoปกติ x 2100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"02/10/2022","09:38","IY2QT","","4UY","ชาเขียว/Green Milk Teaปกติ x 175% x 1","Take Away","2","55","110.00","0","0","110.00","VATable","Counter","","","Cash","","","Iced","1"
"02/10/2022","09:39","AXIU5","","4UY","I คาปูชิโน่/CappucinoIcedปกติ x 2100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","โอนเงิน","","","Iced","1"
"02/10/2022","09:44","1DOEW","","4UY","อเมริกาโน่/Americanoปกติ x 2กลับบ้าน x 1","Take Away","1","45","45.00","0","0","45.00","VATable","Counter","","","คนละครึ่ง","","","Hot","1"
"02/10/2022","09:45","XA739","","4UY","ชานม/Thai milk Tea100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"02/10/2022","09:45","XA739","","4UY","P ชาเขียว/Green Milk Teaปกติ x 3กลับบ้าน x 1100% x 1","Take Away","1","65","65.00","0","0","65.00","VATable","Counter","","","Cash","","","Frappe","1"
"02/10/2022","10:04","D0GI6","","4UY","I อเมริกาโน่/Iced Americanoปกติ x 2100% x 1","Take Away","2","55","110.00","0","0","110.00","VATable","Counter","","","Cash","","","Iced","1"
"02/10/2022","10:04","D0GI6","","4UY","ชานม/Thai milk Tea100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"02/10/2022","10:04","D0GI6","","4UY","ชาเขียว/Green Milk Teaปกติ x 175% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"02/10/2022","10:05","DJMGL","","4UY","ชาเขียว/Green Milk Teaปกติ x 1100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","โอนเงิน","","","Iced","1"
"02/10/2022","10:08","OXVK4","","4UY","I เอสเพรสโซ่/Iced Espressoปกติ x 225% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"02/10/2022","10:08","OXVK4","","4UY","ชาเขียว/Green Milk Teaปกติ x 125% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"02/10/2022","11:30","2H45J","","4UY","I เอสเพรสโซ่/Iced Espressoปกติ x 2100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"02/10/2022","11:50","EW3N0","","4UY","คุกกีัไอศครีม","Take Away","1","20","20.00","0","0","20.00","VATable","Counter","","","คนละครึ่ง","","","Cookie","1"
"02/10/2022","11:50","EW3N0","","4UY","I อเมริกาโน่/Iced Americanoปกติ x 20% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"02/10/2022","11:50","EW3N0","","4UY","โกโก้/Cocoaปกติ x 1100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"02/10/2022","12:05","SIXWX","","4UY","I เอสเพรสโซ่/Iced Espressoปกติ x 20% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"02/10/2022","12:05","SIXWX","","4UY","I เอสเพรสโซ่/Iced Espressoปกติ x 20% x 1100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"02/10/2022","12:21","YHSTZ","","4UY","ชาเขียว/Green Milk Teaปกติ x 1100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"02/10/2022","12:22","PO26D","","4UY","I เอสเพรสโซ่/Iced Espressoปกติ x 275% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"02/10/2022","12:36","54VHB","","4UY","I คาปูชิโน่/CappucinoIcedปกติ x 2100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"02/10/2022","12:36","54VHB","","4UY","P ชาเขียว/Green Milk Teaน้อย x 1ปกติ x 2ทานที่ร้าน x 175% x 1","Dine-In","1","65","65.00","0","0","65.00","VATable","Counter","","","Cash","","","Frappe","1"
"02/10/2022","12:36","54VHB","","4UY","ชอคโกแลตหน้านิ่ม/Chocolate Fudge Cake","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Bakery","1"
"02/10/2022","12:37","V42B8","","4UY","ชาเขียว/Green Milk Teaปกติ x 1100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"02/10/2022","12:39","G0VGT","","4UY","ชาเขียว/Green Milk Teaปกติ x 1100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","โอนเงิน","","","Iced","1"
"02/10/2022","12:57","NEQTS","","4UY","P คาปูชิโน่/Cappucinoปกติ x 3กลับบ้าน x 1100% x 1","Dine-In","1","65","65.00","0","0","65.00","VATable","Counter","","","Cash","","","Frappe","1"
"02/10/2022","12:57","NEQTS","","4UY","ส้มหน้านิ่ม/Orange Fudge Cake","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Bakery","1"
"02/10/2022","12:57","NEQTS","","4UY","นมสดสตรอเบอร์รี่/Fresh cream strawberry sauce cake","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Bakery","1"
"02/10/2022","13:05","V03TN","","4UY","โกโก้/Cocoaปกติ x 175% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"02/10/2022","13:05","V03TN","","4UY","I ลาเต้/Iced Latteปกติ x 275% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"02/10/2022","13:19","FXLPJ","","4UY","I คาปูชิโน่/CappucinoIcedปกติ x 2100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","โอนเงิน","","","Iced","1"
"02/10/2022","13:19","FXLPJ","","4UY","I ไดโนเพรสโซ่/Dinopressoปกติ x 175% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","โอนเงิน","","","Iced","1"
"02/10/2022","13:22","URXO4","","4UY","ชากุหลาบ/Rose Milk Teaปกติ x 1","Dine-In","1","65","65.00","0","0","65.00","VATable","Counter","","","Cash","","","Iced","1"
"02/10/2022","13:22","URXO4","","4UY","I เอสเพรสโซ่/Iced Espressoปกติ x 2100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"02/10/2022","13:22","URXO4","","4UY","นมสดสตรอเบอร์รี่/Fresh cream strawberry sauce cake","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Bakery","1"
"02/10/2022","13:22","4J5TZ","","4UY","เกนมัทฉะ/Gen Matcha","Dine-In","1","65","65.00","0","0","65.00","VATable","Counter","","","Cash","","","Iced","1"
"02/10/2022","13:22","4J5TZ","","4UY","I มอคค่า/Iced Mochaปกติ x 2100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"02/10/2022","13:22","4J5TZ","","4UY","โกโก้/Cocoaปกติ x 1100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"02/10/2022","13:28","WDK5V","","4UY","มอคค่า/Mochaปกติ x 1กลับบ้าน x 1","Dine-In","1","45","45.00","0","0","45.00","VATable","Counter","","","Cash","","","Hot","1"
"02/10/2022","13:29","P6TR6","","4UY","I คาปูชิโน่/CappucinoIcedปกติ x 2100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"02/10/2022","13:38","8F6O1","","4UY","นมสดฮอกไกโด","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","โอนเงิน","","","Bakery","1"
"02/10/2022","13:55","6TKXK","","4UY","คุกกีัไอศครีม","Dine-In","1","20","20.00","0","0","20.00","VATable","Counter","","","คนละครึ่ง","","","Cookie","1"
"02/10/2022","13:55","6TKXK","","4UY","I เอสเพรสโซ่/Iced Espressoปกติ x 2100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"02/10/2022","13:55","6TKXK","","4UY","สตรอว์เบอร์รี่/Strawberryกลับบ้าน x 1โยเกิร์ต x 1100% x 1","Dine-In","1","75","75.00","0","0","75.00","VATable","Counter","","","คนละครึ่ง","","","Frappe","1"
"02/10/2022","14:06","S7PGD","","4UY","I เอสเพรสโซ่/Iced Espressoปกติ x 2100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"02/10/2022","14:24","JDLRT","","4UY","โกโก้/Cocoaปกติ x 1100% x 1","Dine-In","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
"02/10/2022","14:25","R86K3","","4UY","P ชาเขียว/Green Milk Teaน้อย x 1ปกติ x 2กลับบ้าน x 150% x 1","Take Away","1","65","65.00","0","0","65.00","VATable","Counter","","","คนละครึ่ง","","","Frappe","1"
"02/10/2022","14:25","R86K3","","4UY","I อเมริกาโน่/Iced Americanoปกติ x 275% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","คนละครึ่ง","","","Iced","1"
"02/10/2022","14:49","MY9DC","","4UY","I คาปูชิโน่/CappucinoIcedปกติ x 2100% x 1","Take Away","1","55","55.00","0","0","55.00","VATable","Counter","","","Cash","","","Iced","1"
